,Amenaza,Repeticiones,%_Aparicion_dataset
2780,unauthorised novel food ingredient chinese goldthread (coptis chinensis) root extract,1,1.6255933415696728e-05
2781,"too high count of enterobacteriaceae,unauthorised ingredient",1,1.6255933415696728e-05
2782,"acetamiprid,lambda-cyhalothrin",1,1.6255933415696728e-05
2783,salmonella group x,1,1.6255933415696728e-05
2784,"impurities,metal fragments",1,1.6255933415696728e-05
2785,"unauthorised substance synephrine,unauthorised substance vinpocetine,unauthorised substance yohimbine",1,1.6255933415696728e-05
2786,"tebuconazole,unauthorised substance dinotefuran",1,1.6255933415696728e-05
2787,"unauthorised substance acephate,unauthorised substance carbendazim,unauthorised substance tricyclazole",1,1.6255933415696728e-05
2788,"poor temperature control,thawed",1,1.6255933415696728e-05
2789,"incorrect labelling,migration of primary aromatic amines",1,1.6255933415696728e-05
2790,"salmonella enterica ser. altona,salmonella enterica ser. kentucky",1,1.6255933415696728e-05
2791,"salmonella enterica ser. cubana,salmonella enterica ser. havana",1,1.6255933415696728e-05
2792,high content of capsaicinoids,1,1.6255933415696728e-05
2793,unauthorised colour basic red 46,1,1.6255933415696728e-05
2794,"salmonella enterica ser. amsterdam,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
2795,salmonella enterica ser. banana gr. b,1,1.6255933415696728e-05
2796,"prohibited substance chloramphenicol,tau-fluvalinate",1,1.6255933415696728e-05
2797,"attempt to illegally import,fraudulent health certificate(s)",1,1.6255933415696728e-05
2798,"salmonella enterica ser. kentucky,salmonella enterica ser. ruiru",1,1.6255933415696728e-05
2799,coloured stars,1,1.6255933415696728e-05
2800,salmonella enterica ser. kisii,1,1.6255933415696728e-05
2801,haemolytic bacillus,1,1.6255933415696728e-05
2802,"salmonella enterica ser. haifa,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
2803,"lambda-cyhalothrin,thiacloprid",1,1.6255933415696728e-05
2804,"infested with insects,poor temperature control",1,1.6255933415696728e-05
2805,"bacillus pumilus,bacillus subtilis,salmonella,salmonella enterica ser. bareilly,salmonella enterica ser. richmond",1,1.6255933415696728e-05
2806,"too high content of barium,too high content of nitrite",1,1.6255933415696728e-05
2807,migration of 1-hydroxy-cyclohexyl phenyl ketone,1,1.6255933415696728e-05
2808,unauthorised substance methiocarb,1,1.6255933415696728e-05
2809,"salmonella enterica ser. onderstepoort,too high count of enterobacteriaceae",1,1.6255933415696728e-05
2810,"improper health certificate(s),specified risk material (srm)",1,1.6255933415696728e-05
2811,"dead insects,excrements of insects,live insects",1,1.6255933415696728e-05
2812,"chlorpyrifos,cypermethrin,dimethoate,unauthorised substance dichlorvos,unauthorised substance trichlorfon",1,1.6255933415696728e-05
2813,"unauthorised substance evodiamine,unauthorised substance octopamine,unauthorised substance synephrine",1,1.6255933415696728e-05
2814,"e 210 - benzoic acid unauthorised,e 211 - sodium benzoate unauthorised",1,1.6255933415696728e-05
2815,"acetamiprid,unauthorised substance acephate,unauthorised substance carbendazim,unauthorised substance monocrotophos,unauthorised substance profenofos",1,1.6255933415696728e-05
2816,"almond undeclared,gluten undeclared,insufficient labelling,lactose undeclared",1,1.6255933415696728e-05
2817,"salmonella,salmonella enterica ser. bolton",1,1.6255933415696728e-05
2818,"e 200 - sorbic acid unauthorised,e 200 - sorbic acid undeclared,e 202 - potassium sorbate unauthorised,e 202 - potassium sorbate undeclared",1,1.6255933415696728e-05
2819,migration of tri-n-butyl acetyl citrate (atbc),1,1.6255933415696728e-05
2820,"celery undeclared,lactose undeclared",1,1.6255933415696728e-05
2821,"glycidyl esters,polycyclic aromatic hydrocarbons",1,1.6255933415696728e-05
2822,"absence of health mark,unauthorised placing on the market",1,1.6255933415696728e-05
2823,"salmonella enterica ser. wagadugu,salmonella enterica ser. weltevreden",1,1.6255933415696728e-05
2824,"salmonella enterica ser. senftenberg,salmonella enterica ser. tennessee",1,1.6255933415696728e-05
2825,"methomyl,unauthorised genetically modified",1,1.6255933415696728e-05
2826,"thiamethoxam,unauthorised substance acephate,unauthorised substance carbendazim,unauthorised substance methamidophos,unauthorised substance tricyclazole",1,1.6255933415696728e-05
2827,"unauthorised colour para red,unauthorised colour sudan 1,unauthorised colour toluidine red",1,1.6255933415696728e-05
2828,"foreign body,risk of mouth injury as a result of the consumption,suffocation risk as a result of the consumption",1,1.6255933415696728e-05
2829,"acetamiprid,difenoconazole,lambda-cyhalothrin,pyridaben,unauthorised substance dinotefuran,unauthorised substance tolfenpyrad",1,1.6255933415696728e-05
2830,"unauthorised substance methamidophos,unauthorised substance propargite",1,1.6255933415696728e-05
2831,"arsenic,high content of lead",1,1.6255933415696728e-05
2832,"celery undeclared,gluten undeclared,mustard undeclared",1,1.6255933415696728e-05
2833,"staphylococcal enterotoxin,coagulase-positive staphylococcus",1,1.6255933415696728e-05
2834,"hazelnut undeclared,peanut undeclared",1,1.6255933415696728e-05
2835,"unauthorised food additive e 201 - sodium sorbate,unauthorised use of colour e 122 - azorubine",1,1.6255933415696728e-05
2836,"migration of naphthalene,toluene",1,1.6255933415696728e-05
2837,"residue level above mrl for chlortetracycline,residue level above mrl for oxytetracycline,residue level above mrl for tetracycline",1,1.6255933415696728e-05
2838,"altered organoleptic characteristics,marking defects",1,1.6255933415696728e-05
2839,propanol,1,1.6255933415696728e-05
2840,"unauthorised substance 1,3-dimethylbutylamine (nor-dmaa),unauthorised substance phenethylamine",1,1.6255933415696728e-05
2841,"infested with yeasts,risk of physical injury due to explosion of overpressurised",1,1.6255933415696728e-05
2842,salmonella enterica ser. caracas,1,1.6255933415696728e-05
2843,commission decision 2001/338/ec of 27-04-2001,1,1.6255933415696728e-05
2844,"inner coating peeling off,migration of chromium,migration of manganese",1,1.6255933415696728e-05
2845,salmonella enterica ser. maastricht,1,1.6255933415696728e-05
2846,unauthorised novel food ingredient clitoria ternatea,1,1.6255933415696728e-05
2847,"unauthorised use of colour e 110 - sunset yellow fcf,undeclared colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
2848,"fish undeclared,sulphite undeclared",1,1.6255933415696728e-05
2849,"milk ingredient undeclared,mislabelled",1,1.6255933415696728e-05
2850,turkey bone fragments,1,1.6255933415696728e-05
2851,too low content of salt,1,1.6255933415696728e-05
2852,"histamine,mercury",1,1.6255933415696728e-05
2853,"myclobutanil,penconazole,thiophanate-methyl,triadimenol,unauthorised substance carbendazim",1,1.6255933415696728e-05
2854,"unauthorised colour acid yellow 36,unauthorised colour orange ii,unauthorised colour sudan 1,unauthorised colour sudan 3,unauthorised colour rhodamine b",1,1.6255933415696728e-05
2855,clostridium bifermentans,1,1.6255933415696728e-05
2856,"salmonella enterica ser. agege,salmonella enterica ser. maastricht,salmonella enterica ser. saphra",1,1.6255933415696728e-05
2857,"unauthorised substance yohimbine,unauthorised use of colour e 127 - erythrosine",1,1.6255933415696728e-05
2858,"salmonella enterica ser. havana,salmonella enterica ser. meleagridis",1,1.6255933415696728e-05
2859,"campylobacter jejuni,salmonella",1,1.6255933415696728e-05
2860,presence of thorn-apple (datura stramonium l),1,1.6255933415696728e-05
2861,azaperone unauthorised,1,1.6255933415696728e-05
2862,"unauthorised substance amitraz,unauthorised substance propargite",1,1.6255933415696728e-05
2863,"chlorpyrifos,propiconazole,unauthorised substance fenobucarb,unauthorised substance hexaconazole",1,1.6255933415696728e-05
2864,"insufficient labelling,suffocation risk as a result of the consumption",1,1.6255933415696728e-05
2865,suspicion of calicivirus,1,1.6255933415696728e-05
2866,"boscalid,flubendiamide,tebuconazole,unauthorised substance dinotefuran,unauthorised substance tolfenpyrad",1,1.6255933415696728e-05
2867,"unauthorised substance dichlorvos,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
2868,"unauthorised colour sudan 1,unauthorised colour sudan 2",1,1.6255933415696728e-05
2869,"egg undeclared,incorrect labelling,milk ingredient undeclared",1,1.6255933415696728e-05
2870,chlorantraniliprole,1,1.6255933415696728e-05
2871,"infested with moulds,poor hygienic state,poor state of preservation",1,1.6255933415696728e-05
2872,"poor temperature control,poor traceability records",1,1.6255933415696728e-05
2873,bacitracin unauthorised,1,1.6255933415696728e-05
2874,"heptenophos,roxymidone",1,1.6255933415696728e-05
2875,"paraoxon-methyl,parathion-methyl",1,1.6255933415696728e-05
2876,salmonella enterica ser. madelia,1,1.6255933415696728e-05
2877,"unauthorised substance methamidophos,unauthorised substance monocrotophos",1,1.6255933415696728e-05
2878,"diethion,unauthorised substance endosulfan,unauthorised substance monocrotophos",1,1.6255933415696728e-05
2879,unauthorised colour rosella extract,1,1.6255933415696728e-05
2880,"cypermethrin,imidacloprid,lambda-cyhalothrin,quinalphos,unauthorised substance carbendazim,unauthorised substance fipronil",1,1.6255933415696728e-05
2881,"too high intake of berberine,too high intake of piperine,unauthorised novel food ingredient phellodendron bark",1,1.6255933415696728e-05
2882,unauthorised substance aldrin,1,1.6255933415696728e-05
2883,"illegal import,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
2884,"high content of copper,too high content of manganese,too high content of selenium,too high content of zinc",1,1.6255933415696728e-05
2885,"cladosporium moulds,penicillium moulds",1,1.6255933415696728e-05
2886,"unauthorised novel food ingredient gynostemma pentaphyllum,unauthorised novel food ingredient milk thistle (silybum marianum),unauthorised novel food ingredient toothed clubmoss (huperzia serrata),unauthorised substance vinburnine,unauthorised substance vincamine,unauthorised substance vinpocetine",1,1.6255933415696728e-05
2887,too high intake of iodine,1,1.6255933415696728e-05
2888,"azoxystrobin,boscalid,pyrimethanil,unauthorised substance procymidone",1,1.6255933415696728e-05
2889,"acetamiprid,chlorpyrifos,pyridaben,unauthorised substance dinotefuran,unauthorised substance tolfenpyrad",1,1.6255933415696728e-05
2890,"unauthorised substance diafenthiuron,unauthorised substance triazophos",1,1.6255933415696728e-05
2891,suspicion of paralytic shellfish poisoning (psp) toxins,1,1.6255933415696728e-05
2892,"salmonella enterica ser. dublin,foodborne outbreak",1,1.6255933415696728e-05
2893,"acetamiprid,buprofezin,imidacloprid,pyridaben",1,1.6255933415696728e-05
2894,"insufficient labelling,undeclared colour e 102 - tartrazine,undeclared colour e 124 - ponceau 4r / cochineal red a",1,1.6255933415696728e-05
2895,"e 363 - succinic acid unauthorised,e 491 - sorbitan monostearate unauthorised",1,1.6255933415696728e-05
2896,"unsuitable organoleptic characteristics,volatile organic compounds",1,1.6255933415696728e-05
2897,unauthorised novel food ingredient desmodium gangeticum,1,1.6255933415696728e-05
2898,"cypermethrin,fenvalerate,phosphamidone",1,1.6255933415696728e-05
2899,unauthorised substance sibutramine suspected,1,1.6255933415696728e-05
2900,"unauthorised substance dicofol,unauthorised substance ethion,unauthorised substance profenofos",1,1.6255933415696728e-05
2901,"bacillus cereus,foodborne outbreak suspected,too high count of escherichia coli",1,1.6255933415696728e-05
2902,"tetradifon,unauthorised substance dicofol",1,1.6255933415696728e-05
2903,"listeria monocytogenes,high count of enterobacteriaceae",1,1.6255933415696728e-05
2904,"illegal import,unauthorised use of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
2905,"salmonella enterica ser. lexington,salmonella enterica ser. mbandaka,salmonella enterica ser. sambre",1,1.6255933415696728e-05
2906,"unfit for human consumption,unsuitable organoleptic characteristics",1,1.6255933415696728e-05
2907,"migration of aluminium,too high level of overall migration",1,1.6255933415696728e-05
2908,"unauthorised novel food ingredient hemp extract,unauthorised novel food ingredient hemp flowers",1,1.6255933415696728e-05
2909,"chlorpyrifos,unauthorised substance fipronil,unauthorised substance hexaconazole,unauthorised substance profenofos",1,1.6255933415696728e-05
2910,"bifenthrin,chlorpyrifos,unauthorised substance carbofuran",1,1.6255933415696728e-05
2911,"bacillus cereus,altered organoleptic characteristics",1,1.6255933415696728e-05
2912,"salmonella enterica ser. infantis,salmonella enterica ser. liverpool",1,1.6255933415696728e-05
2913,"e 200 - sorbic acid unauthorised,e 210 - benzoic acid undeclared",1,1.6255933415696728e-05
2914,"acetamiprid,azoxystrobin,lambda-cyhalothrin,myclobutanil,propiconazole,unauthorised substance carbendazim,unauthorised substance diniconazole,unauthorised substance flusilazole",1,1.6255933415696728e-05
2915,"unauthorised ingredient,unauthorised novel food ingredient aegeline,unauthorised novel food ingredient norcoclaurine,unauthorised substance arginine nitrate,unauthorised substance beta-alanine",1,1.6255933415696728e-05
2916,unauthorised substance strychnine,1,1.6255933415696728e-05
2917,salmonella enterica ser. westminster,1,1.6255933415696728e-05
2918,"dimethoate,unauthorised substance carbendazim,unauthorised substance carbofuran,unauthorised substance omethoate,unauthorised substance triforine",1,1.6255933415696728e-05
2919,"salmonella enterica ser. kotomlemle,salmonella enterica ser. poona,too high count of enterobacteriaceae,too high count of escherichia coli",1,1.6255933415696728e-05
2920,"bifenthrin,chlorpyrifos,fenvalerate,unauthorised substance dicofol,unauthorised substance ethion,unauthorised substance permethrin",1,1.6255933415696728e-05
2921,"salmonella enterica ser. johannesburg,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
2922,"unauthorised colour gardenia blue,unauthorised colour gardenia yellow",1,1.6255933415696728e-05
2923,"unauthorised substance acephate,unauthorised substance diafenthiuron,unauthorised substance triazophos",1,1.6255933415696728e-05
2924,inflation,1,1.6255933415696728e-05
2925,unauthorised substance victoria pure blue bo,1,1.6255933415696728e-05
2926,"fraudulent take-over declaration,poor temperature control",1,1.6255933415696728e-05
2927,"salmonella enterica ser. aragua,salmonella enterica ser. livingstone",1,1.6255933415696728e-05
2928,"salmonella enterica ser. borreze,salmonella enterica ser. macallen,salmonella enterica ser. wien",1,1.6255933415696728e-05
2929,"salmonella enterica ser. augustenborg,salmonella enterica ser. paratyphi b",1,1.6255933415696728e-05
2930,"migration of 1-hydroxy-cyclohexyl phenyl ketone,migration of ethyl-4-dimethylaminobenzoate,migration of methyl-2-benzoylbenzoate",1,1.6255933415696728e-05
2931,undeclared colour e 102 - tartrazine,1,1.6255933415696728e-05
2932,"salmonella enterica ser. kentucky,salmonella enterica ser. london",1,1.6255933415696728e-05
2933,illegal alcohol,1,1.6255933415696728e-05
2934,"clostridium sulphite reducer,pseudomonas aeruginosa",1,1.6255933415696728e-05
2935,"methomyl,unauthorised substance omethoate,unauthorised substance triazophos",1,1.6255933415696728e-05
2936,"chlorpyrifos,tebuconazole,unauthorised substance ethion,unauthorised substance hexaconazole,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
2937,"salmonella enterica ser. cerro,salmonella enterica ser. livingstone,salmonella enterica ser. mbandaka,too high count of enterobacteriaceae",1,1.6255933415696728e-05
2938,"salmonella enterica ser. aberdeen,salmonella enterica ser. ikayi",1,1.6255933415696728e-05
2939,activated carbon,1,1.6255933415696728e-05
2940,"egg undeclared,hazelnut undeclared,milk ingredient undeclared,soya undeclared,wheat undeclared",1,1.6255933415696728e-05
2941,"acetamiprid,dimethoate,unauthorised substance monocrotophos,unauthorised substance omethoate,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
2942,"salmonella,salmonella enterica ser. livingstone,salmonella enterica ser. ohio,salmonella enterica ser. anatum",1,1.6255933415696728e-05
2943,"insufficient labelling,packaging unsuitable for foodstuffs",1,1.6255933415696728e-05
2944,"chlorothalonil,tebuconazole,unauthorised substance carbofuran,unauthorised substance chlorfluazuron,unauthorised substance dithiocarbamates",1,1.6255933415696728e-05
2945,"high content of caffeine,prohibited substance ephedrine",1,1.6255933415696728e-05
2946,"unauthorised novel food ingredient agmatine sulphate,unauthorised substance niacinamide",1,1.6255933415696728e-05
2947,migration of tribromophenol,1,1.6255933415696728e-05
2948,"e 234 - nisin unauthorised,e 235 - natamycin unauthorised,unauthorised use of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
2949,parasitic infestation with echinococcus granulosus,1,1.6255933415696728e-05
2950,"salmonella,unauthorised substance carbendazim",1,1.6255933415696728e-05
2951,"salmonella enterica ser. hadar,salmonella enterica ser. indiana",1,1.6255933415696728e-05
2952,"salmonella enterica ser. infantis,salmonella enterica ser. saintpaul",1,1.6255933415696728e-05
2953,"residue level above mrl for dihydrostreptomycin,residue level above mrl for marbofloxacin",1,1.6255933415696728e-05
2954,"glycidyl esters,high content of acrylamide",1,1.6255933415696728e-05
2955,"migration of primary aromatic amines,plastic fragments",1,1.6255933415696728e-05
2956,"poor traceability records,suspicion of illegal import",1,1.6255933415696728e-05
2957,"incorrect labelling,poor temperature control",1,1.6255933415696728e-05
2958,worm,1,1.6255933415696728e-05
2959,"formothion,thiophanate-methyl,unauthorised substance carbendazim",1,1.6255933415696728e-05
2960,"metal fragments,migration of chromium",1,1.6255933415696728e-05
2961,unauthorised colour reactive red 195,1,1.6255933415696728e-05
2962,salmonella enterica ser. hissar,1,1.6255933415696728e-05
2963,"milk ingredient undeclared,nuts undeclared,peanut undeclared,sesame undeclared,wheat undeclared",1,1.6255933415696728e-05
2964,guaiacol,1,1.6255933415696728e-05
2965,"salmonella enterica ser. agona,salmonella enterica ser. bareilly,salmonella enterica ser. cubana",1,1.6255933415696728e-05
2966,"too high content of e 250 - sodium nitrite,unauthorised feed additive e 324 - ethoxyquin",1,1.6255933415696728e-05
2967,ethofumesate,1,1.6255933415696728e-05
2968,"salmonella enterica ser. marburg,salmonella enterica ser. ngili,salmonella enterica ser. wilhelmsburg",1,1.6255933415696728e-05
2969,"chlorpyrifos,unauthorised substance epn",1,1.6255933415696728e-05
2970,caffeine undeclared,1,1.6255933415696728e-05
2971,"salmonella enterica ser. dublin,salmonella enterica ser. montevideo",1,1.6255933415696728e-05
2972,"prochloraz,thiamethoxam,unauthorised substance carbofuran,unauthorised substance fipronil,unauthorised substance propargite",1,1.6255933415696728e-05
2973,"unauthorised substance 5-hydroxytryptophan (5-htp),unauthorised substance melatonin",1,1.6255933415696728e-05
2974,"cypermethrin,ochratoxin a,prohibited substance hch,unauthorised substance dicofol,unauthorised substance ethion",1,1.6255933415696728e-05
2975,"unauthorised novel food ingredient betaine,unauthorised substance dibencozide,unauthorised substance methylcobalamin,unauthorised substance tocotrienol,unauthorised use of capsaicin",1,1.6255933415696728e-05
2976,"salmonella enterica ser. cubana,salmonella enterica ser. loenga,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
2977,"unauthorised substance fenbutatin oxide,unauthorised substance fenvalerate",1,1.6255933415696728e-05
2978,disinfectant/sanitizer fink - antisept a,1,1.6255933415696728e-05
2979,"listeria monocytogenes,too high count of enterobacteriaceae,too high count of aerobic mesophiles",1,1.6255933415696728e-05
2980,"cashew nut undeclared,hazelnut undeclared,peanut undeclared",1,1.6255933415696728e-05
2981,"high count of yeasts,infested with moulds",1,1.6255933415696728e-05
2982,"malathion,unauthorised substance phorate",1,1.6255933415696728e-05
2983,unauthorised novel food ingredient hemp flowers,1,1.6255933415696728e-05
2984,"presence of celery,presence of egg",1,1.6255933415696728e-05
2985,"unauthorised substance evodiamine,unauthorised substance vinpocetine",1,1.6255933415696728e-05
2986,"migration of 1,2-cyclohexanedicarboxylic acid diisononyl ester - dinch,migration of deha - di(2-ethylhexyl)adipate,migration of tri-n-butyl acetyl citrate (atbc)",1,1.6255933415696728e-05
2987,"salmonella enterica ser. amsterdam,salmonella enterica ser. dublin",1,1.6255933415696728e-05
2988,"corrosion,deterioration",1,1.6255933415696728e-05
2989,"sweetener e 950 - acesulfame k unauthorised,sweetener e 950 - acesulfame k undeclared,sweetener e 951 - aspartame unauthorised,sweetener e 951 - aspartame undeclared",1,1.6255933415696728e-05
2990,voluntary withdrawal,1,1.6255933415696728e-05
2991,"salmonella enterica ser. enteritidis,salmonella enterica ser. rissen",1,1.6255933415696728e-05
2992,"salmonella enterica ser. heidelberg,salmonella enterica ser. stormont",1,1.6255933415696728e-05
2993,"unauthorised novel food ingredient mucuna pruriens,unauthorised novel food ingredient yohimbe bark extract,unauthorised substance 1,3-dimethylamylamine (dmaa),unauthorised substance 5-alpha-hydroxy-laxogenin,unauthorised substance huperzine a,unauthorised substance monosodium aspartate,unauthorised substance vinpocetine",1,1.6255933415696728e-05
2994,strong smell and taste of soap,1,1.6255933415696728e-05
2995,"contaminated with faeces of rodents,foreign body",1,1.6255933415696728e-05
2996,"vibrio cholerae,vibrio cholerae non o:1/non o:139,vibrio parahaemolyticus",1,1.6255933415696728e-05
2997,parasitic infestation with myxobolus,1,1.6255933415696728e-05
2998,"milk ingredient undeclared,traces of milk",1,1.6255933415696728e-05
2999,salmonella enterica ser. agbeni,1,1.6255933415696728e-05
3000,"salmonella,salmonella enterica ser. charity,salmonella enterica ser. karamoja,salmonella enterica ser. minnesota,salmonella enterica ser. neukoelln",1,1.6255933415696728e-05
3001,"unauthorised substance 3-hydroxycarbofuran,unauthorised substance carbofuran",1,1.6255933415696728e-05
3002,"campylobacter,salmonella",1,1.6255933415696728e-05
3003,ethanol,1,1.6255933415696728e-05
3004,"chlorpyrifos,cypermethrin,unauthorised substance carbendazim,unauthorised substance carbofuran",1,1.6255933415696728e-05
3005,"salmonella enterica ser. dublin,salmonella enterica ser. indiana",1,1.6255933415696728e-05
3006,"bulging packaging,infested with moulds",1,1.6255933415696728e-05
3007,"acetamiprid,bifenthrin,diethion,unauthorised substance endosulfan,unauthorised substance profenofos,unauthorised substance propargite,unauthorised substance triazophos",1,1.6255933415696728e-05
3008,"acetamiprid,unauthorised substance endosulfan",1,1.6255933415696728e-05
3009,unauthorised use of e 260 - synthetic acetic acid,1,1.6255933415696728e-05
3010,"bifenthrin,tebuconazole,unauthorised substance carbendazim,unauthorised substance carbofuran,unauthorised substance ethion,unauthorised substance profenofos,unauthorised substance triazophos",1,1.6255933415696728e-05
3011,"salmonella enterica ser. newport,salmonella enterica ser. typhimurium monophasic",1,1.6255933415696728e-05
3012,"salmonella enterica ser. montevideo,salmonella enterica ser. urbana,salmonella enterica ser. worthington",1,1.6255933415696728e-05
3013,fraudulent common entry document (ced),1,1.6255933415696728e-05
3014,"unauthorised novel food ingredient epimedium,unauthorised substance sildenafil thiono analogue",1,1.6255933415696728e-05
3015,"unauthorised novel food ingredient epimedium sagittatum,unauthorised placing on the market",1,1.6255933415696728e-05
3016,citrate unauthorised,1,1.6255933415696728e-05
3017,"salmonella enterica ser. bovismorbificans,salmonella enterica ser. ndolo",1,1.6255933415696728e-05
3018,"malathion,unauthorised substance fenthion",1,1.6255933415696728e-05
3019,"high content of caffeine,high content of vitamin b12,insufficient labelling",1,1.6255933415696728e-05
3020,"soya undeclared,unauthorised novel food ingredient stevia rebaudiana",1,1.6255933415696728e-05
3021,"chlorpyrifos,metalaxyl,unauthorised substance methamidophos,unauthorised substance profenofos,unauthorised substance prothiofos",1,1.6255933415696728e-05
3022,"salmonella enterica ser. cubana,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
3023,"chlorpyrifos,formetanate,unauthorised substance endosulfan,unauthorised substance methamidophos",1,1.6255933415696728e-05
3024,"infested with moulds,suspicion of fraud - expiry dates changed",1,1.6255933415696728e-05
3025,unauthorised novel food ingredient catuaba,1,1.6255933415696728e-05
3026,"salmonella enterica ser. ruiru,salmonella enterica ser. tilburg",1,1.6255933415696728e-05
3027,too high content of nicarbazin,1,1.6255933415696728e-05
3028,"acetamiprid,azinphos-methyl,bifenthrin,buprofezin,chlorpyrifos,cypermethrin,dimethoate,fenvalerate,imidacloprid,methomyl,pyridaben,unauthorised substance chlorfenapyr,unauthorised substance dicofol,unauthorised substance fipronil,unauthorised substance hexaflumuron",1,1.6255933415696728e-05
3029,"unauthorised substance fenpropathrin,unauthorised substance profenofos",1,1.6255933415696728e-05
3030,"too high content of colour e 102 - tartrazine,too high content of colour e 122 - azorubine,too high content of colour e 129 - allura red ac,too high content of colour e 133 - brilliant blue fcf",1,1.6255933415696728e-05
3031,salmonella enterica ser. vleuten,1,1.6255933415696728e-05
3032,"gluten undeclared,sulphite undeclared",1,1.6255933415696728e-05
3033,inadequate heat resistance,1,1.6255933415696728e-05
3034,"unauthorised novel food ingredient coriolus versicolor,unauthorised novel food ingredient inonotus obliquus",1,1.6255933415696728e-05
3035,unauthorised substance chromium polynicotinate,1,1.6255933415696728e-05
3036,"e 385 - calcium disodium ethylene diamine tetra acetate (cdedta) unauthorised,unidentified colour",1,1.6255933415696728e-05
3037,"foreign body,poor hygienic state",1,1.6255933415696728e-05
3038,unauthorised repackaging,1,1.6255933415696728e-05
3039,pyrimethanil,1,1.6255933415696728e-05
3040,"salmonella enterica ser. typhimurium,improper packaging,spoilage",1,1.6255933415696728e-05
3041,"inner coating oxidized,inner coating peeling off,too high level of overall migration",1,1.6255933415696728e-05
3042,"salmonella enterica ser. livingstone,high count of enterobacteriaceae",1,1.6255933415696728e-05
3043,"poor hygienic state,unauthorised operator",1,1.6255933415696728e-05
3044,"malathion,tetradifon",1,1.6255933415696728e-05
3045,"cyprodinil,fludioxonil",1,1.6255933415696728e-05
3046,"citrulline aspartate unauthorised,unauthorised novel food ingredient agmatine sulphate,unauthorised novel food ingredient creatine nitrate,unauthorised substance n-nicotinoyl-gaba",1,1.6255933415696728e-05
3047,"chlorpyrifos,lambda-cyhalothrin,unauthorised substance carbendazim",1,1.6255933415696728e-05
3048,"damaged packaging,unsuitable transport conditions",1,1.6255933415696728e-05
3049,"unauthorised substance boron citrate,unauthorised substance chromium chelate,unauthorised substance copper chelate,unauthorised substance manganese chelate,unauthorised substance molybdenum chelate,unauthorised substance selenium chelate,unauthorised substance vanadium",1,1.6255933415696728e-05
3050,"unauthorised novel food ingredient evodia rutaecarpa,unauthorised novel food ingredient yohimbe bark extract,unauthorised substance 1,3-dimethylbutylamine (nor-dmaa)",1,1.6255933415696728e-05
3051,"migration of chromium,migration of lead,migration of nickel",1,1.6255933415696728e-05
3052,unsafe ingredient hawaiian baby woodrose (argyreia nervosa),1,1.6255933415696728e-05
3053,"migration of arsenic,migration of cobalt",1,1.6255933415696728e-05
3054,"sulfathiazole unauthorised,trimethoprim unauthorised",1,1.6255933415696728e-05
3055,unauthorised feed additive olaquindox,1,1.6255933415696728e-05
3056,e 451 - triphosphate unauthorised,1,1.6255933415696728e-05
3057,"prohibited substance chloramphenicol,prohibited substance nitrofuran (metabolite) furaltadone (amoz)",1,1.6255933415696728e-05
3058,"high count of yeasts,ochratoxin a",1,1.6255933415696728e-05
3059,classical swine fever virus,1,1.6255933415696728e-05
3060,"e 407 - carrageenan unauthorised,e 415 - xanthan gum unauthorised,e 425 - konjac unauthorised,insufficient labelling,suffocation risk as a result of the consumption",1,1.6255933415696728e-05
3061,"abnormal smell,dead insects,dead mites",1,1.6255933415696728e-05
3062,"salmonella enterica ser. tamberma,too high count of enterobacteriaceae",1,1.6255933415696728e-05
3063,"prohibited substance nitrofuran (metabolite) furazolidone (aoz),unauthorised substance malachite green",1,1.6255933415696728e-05
3064,"fenvalerate,unauthorised substance fenpropathrin,unauthorised substance permethrin",1,1.6255933415696728e-05
3065,"pyraclostrobin,unauthorised substance acephate,unauthorised substance carbendazim,unauthorised substance ethion,unauthorised substance hexaconazole,unauthorised substance profenofos",1,1.6255933415696728e-05
3066,"unauthorised food additive e 572 - magnesium stearate,unauthorised use of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
3067,"metal wires,pieces of wood",1,1.6255933415696728e-05
3068,unauthorised novel food ingredient methylliberine,1,1.6255933415696728e-05
3069,"altered organoleptic characteristics,poor state of preservation,poor temperature control - rupture of the cold chain -",1,1.6255933415696728e-05
3070,"salmonella enterica ser. brandenburg,salmonella enterica ser. rissen",1,1.6255933415696728e-05
3071,"prohibited substance yohimbine,unauthorised substance 1,3-dimethylamylamine (dmaa)",1,1.6255933415696728e-05
3072,salmonella enterica ser. chartres,1,1.6255933415696728e-05
3073,"unauthorised substance epn,unauthorised substance carbofuran,unauthorised substance omethoate",1,1.6255933415696728e-05
3074,ruminant tissue,1,1.6255933415696728e-05
